group,organism_name,locus_tag,experiment_id,omics_type,timepoint,log2fc,padj,expression_status
H1_P,Prochlorococcus MED4,PMM0706,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,-1.083,0.5734,not_significant
H1_P,Prochlorococcus MED4,PMM0708,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,-1.055,0.6412,not_significant
H1_P,Prochlorococcus MED4,PMM0721,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,4h,1.052,0.5986,not_significant
H1_P,Prochlorococcus MED4,PMM0713,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,-1.048,0.6416,not_significant
H1_P,Prochlorococcus MED4,PMM0710,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,4h,1.041,0.6121,not_significant
H1_P,Prochlorococcus MED4,PMM0719,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,4h,-1.034,0.6578,not_significant
H1_P,Prochlorococcus MED4,PMM1416,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,4h,1.02,0.653,not_significant
H1_P,Prochlorococcus MED4,PMM1416,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,-1.017,0.6962,not_significant
H1_P,Prochlorococcus MED4,PMM0724,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,12h,1.012,0.8901,not_significant
H1_P,Prochlorococcus MED4,PMM0721,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,1.011,0.6962,not_significant
H1_P,Prochlorococcus MED4,PMM0705,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,MICROARRAY,0h,1.01,0.7034,not_significant
H1_P,Prochlorococcus MIT9312,PMT9312_0720,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,PROTEOMICS,stationary,3.2250368285170405,,significant_up
H1_P,Prochlorococcus MIT9312,PMT9312_0722,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,PROTEOMICS,stationary,1.7331539556651812,,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,6.75,0.03,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,6.41,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,5.91,0.18,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,5.26,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,4.96,0.88,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,4.86,8.38e-06,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,4.47,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,4.47,0.04,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,4.03,0.00054,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,3.06,6.3e-11,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,2.94,5.73e-14,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,2.84,1.3e-19,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,2.64,2.34e-26,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,2.6,0.000817,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,2.58,4.58e-12,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,2.32,1.62e-08,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,2.24,7.91e-18,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),2.14,0.000385,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,1.95,0.00105,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_1827,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,PROTEOMICS,mid-exponential,-1.9425276624624184,,significant_down
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,1.76,0.00443,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,1.73,4.36e-05,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,1.71,2.73e-07,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),1.58,0.00166,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,PROTEOMICS,mid-exponential,-1.5504986364099569,,significant_down
H1_P,Prochlorococcus NATL2A,PMN2A_0445,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),1.53,8.01e-05,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,1.5,0.32,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),1.46,0.58,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0436,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),1.44,0.08,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),1.35,0.99,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,1.31,0.03,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,1.22,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),1.19,0.25,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h,1.18,0.00121,significant_up
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,1.14,0.17,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),1.0,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,0.91,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,0.73,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),0.67,0.68,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),0.65,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),0.64,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,0.62,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),0.57,0.84,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,-0.54,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),-0.5,0.86,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,0.48,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0435,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),0.45,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0437,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,46h,0.45,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,24h,0.43,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0439,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,0.19,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0309,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),0.13,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),-0.13,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0310,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,50h (P added),0.11,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,-0.11,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0311,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,59h (P added),-0.07,1.0,not_significant
H1_P,Prochlorococcus NATL2A,PMN2A_0441,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,RNASEQ,4h,0.03,1.0,not_significant
H1_P,Prochlorococcus MIT9313,PMT0993,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,9.279,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT0994,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,7.385,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT0993,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,6.577,0.0003,significant_up
H1_P,Prochlorococcus MIT9313,PMT0508,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,5.364,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT1000,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,4.21,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT0994,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,3.661,0.049,significant_up
H1_P,Prochlorococcus MIT9313,PMT0508,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,2.349,0.0003,significant_up
H1_P,Prochlorococcus MIT9313,PMT1000,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,1.661,0.0098,significant_up
H1_P,Prochlorococcus MIT9313,PMT0702,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,1.656,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT_0995,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,1.386,0.0,significant_up
H1_P,Prochlorococcus MIT9313,PMT0701,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,1.285,0.0014,significant_up
H1_P,Prochlorococcus MIT9313,PMT0702,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.275,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT0700,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,24h,1.211,0.023,significant_up
H1_P,Prochlorococcus MIT9313,PMT0993,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,1.191,0.4553,not_significant
H1_P,Prochlorococcus MIT9313,PMT0994,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,1.129,0.4487,not_significant
H1_P,Prochlorococcus MIT9313,PMT0702,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,1.102,0.7149,not_significant
H1_P,Prochlorococcus MIT9313,PMT_0995,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.083,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT1000,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.071,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT0508,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.06,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT0700,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,1.051,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT0701,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,-1.049,0.952,not_significant
H1_P,Prochlorococcus MIT9313,PMT0700,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,-1.038,0.9587,not_significant
H1_P,Prochlorococcus MIT9313,PMT0701,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.038,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT_0995,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,12h,1.035,0.9187,not_significant
H1_P,Prochlorococcus MIT9313,PMT0702,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,1.033,0.9221,not_significant
H1_P,Prochlorococcus MIT9313,PMT0508,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,1.022,0.9329,not_significant
H1_P,Prochlorococcus MIT9313,PMT_0995,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,-1.021,0.9329,not_significant
H1_P,Prochlorococcus MIT9313,PMT0994,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,1.013,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT1000,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,-1.011,0.9591,not_significant
H1_P,Prochlorococcus MIT9313,PMT0993,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,0h,-1.009,0.9971,not_significant
H1_P,Prochlorococcus MIT9313,PMT0700,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,-1.001,0.9632,not_significant
H1_P,Prochlorococcus MIT9313,PMT0701,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,MICROARRAY,4h,-1.001,0.9632,not_significant
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,5.06051169137151,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,4.45086478182776,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,4.14177961834331,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,3.92174594063168,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0263,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.8635086439112745,7.801311428232697e-10,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,3.79888923224975,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,3.75973171772578,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,3.67,0.02,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,3.58713213602702,2.48270602762731e-07,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.3569768863566645,7.395965792256581e-06,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.352117316421244,1.0044699427936916e-05,significant_up
positive_control_N,Prochlorococcus MED4,PMM0965,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,3.08,0.0,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,3.038840754,1.0,not_significant
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,3.01927772296539,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.85,0.0,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,2.67964712778727,2.53352928604394e-06,significant_up
positive_control_N,Prochlorococcus MED4,PMM0965,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.6,0.0,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,2.52888647715251,3.51988774237846e-06,significant_up
positive_control_N,Prochlorococcus MED4,PMM0920,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.45,0.0,significant_up
positive_control_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.27,1.0,not_significant
positive_control_N,Prochlorococcus MED4,PMM0965,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.264438881479556,0.0002324155619118,significant_up
positive_control_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.26,1.0,not_significant
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.17,0.0,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-2.166458145,1.0,not_significant
positive_control_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,2.12048435211182,8.88446794862496e-05,significant_up
positive_control_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,1.90550104081613,0.01,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.86500326792399,0.0002207182174203,significant_up
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,1.71,0.26,not_significant
positive_control_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.67965300850396,0.01,significant_up
